customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,customer_segment
1721,120.0,4,11275.81,2,2,2,Lost
1844,120.0,4,15765.9,2,2,2,Lost
4308,120.0,4,23508.31,2,2,3,Lost
4013,120.0,5,21835.39,2,3,2,Needs Attention
3300,120.0,5,35070.71,2,3,3,At Risk (High Value)
2525,120.0,6,20767.78,2,3,2,Needs Attention
1536,120.0,6,43277.91,2,3,4,At Risk (High Value)
2674,120.0,7,24795.67,2,3,3,At Risk (High Value)
598,120.0,7,58201.619999999995,2,4,4,At Risk (High Value)
4938,120.0,8,27921.12,2,4,3,At Risk (High Value)
364,120.0,8,30981.28,2,4,3,At Risk (High Value)
3496,120.0,8,33228.090000000004,2,4,3,At Risk (High Value)
236,119.0,1,6290.38,2,1,1,Lost
416,119.0,2,1518.42,2,1,1,Lost
1303,119.0,2,3930.49,2,1,1,Lost
2990,119.0,2,10729.27,2,1,1,Lost
1778,119.0,2,10973.11,2,1,2,Lost
2558,119.0,2,14546.82,2,2,2,Lost
2946,119.0,5,15884.4,2,3,2,Needs Attention
37,119.0,5,20255.04,2,3,2,Needs Attention
2078,119.0,5,21113.35,2,3,2,Needs Attention
3420,119.0,5,34930.32,2,3,3,At Risk (High Value)
1890,119.0,6,24407.28,3,3,3,Champions
3855,119.0,6,29438.74,3,3,3,Champions
4106,119.0,6,37117.59,3,3,3,Champions
2632,119.0,7,45656.8,3,4,4,Champions
3954,119.0,10,48586.97,3,4,4,Champions
4747,119.0,10,49801.61,3,4,4,Champions
3972,119.0,10,69593.64,3,4,4,Champions
1666,118.0,4,15343.029999999999,3,2,2,New/Promising
2232,118.0,4,19382.77,3,2,2,New/Promising
3913,118.0,4,27872.72,3,2,3,New/Promising
672,118.0,4,36842.93,3,3,3,Champions
2107,118.0,5,13497.8,3,3,2,Needs Attention
3961,118.0,5,30523.94,3,3,3,Champions
1022,118.0,6,20475.47,3,3,2,Needs Attention
1606,118.0,6,30180.989999999998,3,3,3,Champions
4261,118.0,6,35496.19,3,3,3,Champions
3262,118.0,7,48953.39,3,4,4,Champions
1019,118.0,8,46378.1,3,4,4,Champions
2890,118.0,8,46482.56,3,4,4,Champions
368,118.0,8,64973.56,3,4,4,Champions
4907,118.0,10,39574.6,3,4,3,Champions
4794,118.0,10,61651.24,3,4,4,Champions
2065,117.0,1,1995.05,3,1,1,New/Promising
4460,117.0,2,8675.1,3,1,1,New/Promising
3070,117.0,2,13271.73,3,2,2,New/Promising
4809,117.0,3,12143.27,3,2,2,New/Promising
3346,117.0,3,12902.38,3,2,2,New/Promising
4665,117.0,3,25892.58,3,2,3,New/Promising
1281,117.0,4,20065.83,3,2,2,New/Promising
275,117.0,4,24344.72,3,2,3,New/Promising
860,117.0,4,33202.799999999996,3,3,3,Champions
1414,117.0,5,23134.89,3,3,3,Champions
734,117.0,5,31320.34,3,3,3,Champions
861,117.0,5,34310.13,3,3,3,Champions
4818,117.0,6,44929.57,3,3,4,Champions
4951,117.0,6,50632.71,3,3,4,Champions
639,117.0,7,46634.83,3,4,4,Champions
3333,117.0,7,52939.1,3,4,4,Champions
539,117.0,9,42814.42,3,4,4,Champions
2864,117.0,10,45432.520000000004,3,4,4,Champions
1393,117.0,10,51342.75,3,4,4,Champions
1390,116.0,2,12235.31,3,2,2,New/Promising
4091,116.0,3,12853.93,3,2,2,New/Promising
3793,116.0,4,23724.23,3,2,3,New/Promising
1931,116.0,5,34338.03,3,3,3,Champions
895,116.0,6,30991.239999999998,3,3,3,Champions
3746,116.0,6,44465.44,3,3,4,Champions
4009,116.0,7,24733.34,3,3,3,Champions
8,116.0,7,28878.55,3,3,3,Champions
117,116.0,7,33468.81,3,3,3,Champions
2330,116.0,7,42419.89,3,4,4,Champions
191,116.0,7,48656.72,3,4,4,Champions
1457,116.0,7,69007.88,3,4,4,Champions
3912,116.0,8,41614.57,3,4,4,Champions
4075,116.0,9,52451.1,3,4,4,Champions
4817,116.0,10,44578.46,3,4,4,Champions
3949,116.0,10,60136.94,3,4,4,Champions
4521,115.0,1,4559.54,3,1,1,New/Promising
638,115.0,1,8848.41,3,1,1,New/Promising
2710,115.0,2,5101.23,3,1,1,New/Promising
4488,115.0,2,6302.41,3,1,1,New/Promising
3134,115.0,3,17538.31,3,2,2,New/Promising
2272,115.0,4,8651.05,3,2,1,New/Promising
2944,115.0,4,10040.34,3,2,1,New/Promising
4870,115.0,5,17037.920000000002,3,3,2,Needs Attention
200,115.0,5,18722.13,3,3,2,Needs Attention
1983,115.0,5,32246.92,3,3,3,Champions
876,115.0,5,39978.06,3,3,4,Champions
4962,115.0,6,28152.3,3,3,3,Champions
2730,115.0,6,39550.85,3,3,3,Champions
3495,115.0,7,14243.01,3,3,2,Needs Attention
3739,115.0,7,27169.86,3,3,3,Champions
4927,115.0,7,33817.07,3,3,3,Champions
411,115.0,7,36481.119999999995,3,3,3,Champions
76,115.0,7,42817.520000000004,3,4,4,Champions
4081,115.0,9,42756.46,3,4,4,Champions
4690,115.0,9,46412.020000000004,3,4,4,Champions
107,115.0,9,58095.35,3,4,4,Champions
4896,115.0,9,58933.87,3,4,4,Champions
2818,114.0,1,1460.58,3,1,1,New/Promising
3373,114.0,2,16557.829999999998,3,2,2,New/Promising
1092,114.0,3,15997.68,3,2,2,New/Promising
1739,114.0,4,18346.61,3,2,2,New/Promising
1851,114.0,4,21419.44,3,2,2,New/Promising
2235,114.0,4,42251.35,3,3,4,Champions
1302,114.0,6,25795.36,3,3,3,Champions
591,114.0,6,29749.12,3,3,3,Champions
3769,114.0,6,30229.31,3,3,3,Champions
1347,114.0,6,37622.44,3,3,3,Champions
167,114.0,7,24698.53,3,3,3,Champions
1553,114.0,7,32218.65,3,3,3,Champions
3689,114.0,7,34875.01,3,3,3,Champions
1852,114.0,7,49745.67,3,4,4,Champions
1278,114.0,10,57140.759999999995,3,4,4,Champions
1627,113.0,1,3820.46,3,1,1,New/Promising
918,113.0,2,12964.130000000001,3,2,2,New/Promising
4986,113.0,2,16136.86,3,2,2,New/Promising
4743,113.0,2,18776.04,3,2,2,New/Promising
3663,113.0,4,15866.27,3,2,2,New/Promising
4908,113.0,5,16581.62,3,3,2,Needs Attention
4385,113.0,5,31069.35,3,3,3,Champions
2477,113.0,5,42272.41,3,3,4,Champions
829,113.0,6,25888.95,3,3,3,Champions
3424,113.0,6,28664.53,3,3,3,Champions
2657,113.0,7,36052.0,3,3,3,Champions
283,113.0,7,36719.57,3,3,3,Champions
2874,113.0,7,41570.12,3,4,4,Champions
2191,113.0,8,55422.62,3,4,4,Champions
3112,113.0,10,54002.31,3,4,4,Champions
3153,112.0,2,2986.7200000000003,3,1,1,New/Promising
3709,112.0,2,4993.43,3,1,1,New/Promising
2493,112.0,2,10296.89,3,1,1,New/Promising
3527,112.0,2,11081.220000000001,3,1,2,New/Promising
4062,112.0,3,12393.140000000001,3,2,2,New/Promising
688,112.0,3,14282.59,3,2,2,New/Promising
4166,112.0,4,16309.539999999999,3,2,2,New/Promising
414,112.0,4,18753.42,3,2,2,New/Promising
3482,112.0,4,21396.31,3,2,2,New/Promising
4055,112.0,4,22836.86,3,2,2,New/Promising
1262,112.0,4,25431.41,3,2,3,New/Promising
4356,112.0,5,14437.3,3,3,2,Needs Attention
4298,112.0,5,27820.120000000003,3,3,3,Champions
2267,112.0,6,29691.39,3,3,3,Champions
711,112.0,6,36056.869999999995,3,3,3,Champions
4705,112.0,7,29914.79,3,3,3,Champions
3219,112.0,7,32853.35,3,3,3,Champions
4956,112.0,7,39427.04,3,3,3,Champions
3372,112.0,7,50888.16,3,4,4,Champions
2828,112.0,9,47075.6,3,4,4,Champions
152,112.0,9,56093.61,3,4,4,Champions
800,112.0,10,39583.41,3,4,3,Champions
3805,111.0,3,24013.2,3,2,3,New/Promising
189,111.0,4,19834.16,3,2,2,New/Promising
2494,111.0,4,20578.36,3,2,2,New/Promising
1064,111.0,4,20756.52,3,2,2,New/Promising
502,111.0,4,21218.5,3,2,2,New/Promising
4271,111.0,4,25897.32,3,2,3,New/Promising
4141,111.0,5,18158.4,3,3,2,Needs Attention
1530,111.0,5,22302.37,3,3,2,Needs Attention
2369,111.0,6,31365.53,3,3,3,Champions
4718,111.0,6,32121.18,3,3,3,Champions
378,111.0,6,34716.76,3,3,3,Champions
4138,111.0,6,35917.159999999996,3,3,3,Champions
2716,111.0,7,41198.33,3,4,4,Champions
219,111.0,8,40730.99,3,4,4,Champions
3624,111.0,9,46840.49,3,4,4,Champions
1150,111.0,10,39017.71,3,4,3,Champions
1834,111.0,10,48405.3,3,4,4,Champions
4455,111.0,10,55573.66,3,4,4,Champions
3869,110.0,1,5746.49,3,1,1,New/Promising
2204,110.0,1,5751.42,3,1,1,New/Promising
4804,110.0,1,9385.33,3,1,1,New/Promising
818,110.0,2,5302.39,3,1,1,New/Promising
4681,110.0,2,8169.5599999999995,3,1,1,New/Promising
439,110.0,2,9000.32,3,1,1,New/Promising
753,110.0,2,17521.12,3,2,2,New/Promising
2446,110.0,3,12093.9,3,2,2,New/Promising
1110,110.0,3,13342.67,3,2,2,New/Promising
3964,110.0,4,20370.41,3,2,2,New/Promising
4888,110.0,4,25544.64,3,2,3,New/Promising
2030,110.0,5,20777.96,3,3,2,Needs Attention
2347,110.0,5,21931.54,3,3,2,Needs Attention
1370,110.0,5,22502.86,3,3,2,Needs Attention
4543,110.0,5,24735.18,3,3,3,Champions
4775,110.0,5,27402.06,3,3,3,Champions
2066,110.0,5,35057.8,3,3,3,Champions
373,110.0,6,28676.59,3,3,3,Champions
2260,110.0,6,33265.03,3,3,3,Champions
1614,110.0,6,39642.47,3,3,3,Champions
1253,110.0,6,46501.990000000005,3,3,4,Champions
3097,110.0,7,34809.65,3,3,3,Champions
3244,110.0,7,41168.31,3,3,4,Champions
1792,110.0,10,52856.42,3,4,4,Champions
1531,109.0,1,533.38,3,1,1,New/Promising
4500,109.0,2,8880.539999999999,3,1,1,New/Promising
3876,109.0,3,14083.66,3,2,2,New/Promising
3711,109.0,3,17252.559999999998,3,2,2,New/Promising
814,109.0,4,12356.83,3,2,2,New/Promising
1535,109.0,4,25911.53,3,2,3,New/Promising
1562,109.0,5,26755.870000000003,3,3,3,Champions
6,109.0,5,35481.35,3,3,3,Champions
4194,109.0,6,19259.92,3,3,2,Needs Attention
3903,109.0,6,19676.81,3,3,2,Needs Attention
458,109.0,6,33345.840000000004,3,3,3,Champions
2316,109.0,6,50645.79,3,3,4,Champions
1576,109.0,7,30426.67,3,3,3,Champions
3951,109.0,7,35216.82,3,3,3,Champions
4487,109.0,8,43150.770000000004,3,4,4,Champions
1979,109.0,10,53360.26,3,4,4,Champions
4765,108.0,1,10477.11,3,1,1,New/Promising
3900,108.0,2,8704.33,3,1,1,New/Promising
3738,108.0,2,8966.49,3,1,1,New/Promising
3670,108.0,3,12591.5,3,2,2,New/Promising
3517,108.0,3,21588.690000000002,3,2,2,New/Promising
1759,108.0,4,6091.08,3,2,1,New/Promising
4077,108.0,4,13884.41,3,2,2,New/Promising
4365,108.0,5,14233.21,3,3,2,Needs Attention
1011,108.0,5,20338.8,3,3,2,Needs Attention
3274,108.0,5,30161.93,3,3,3,Champions
3041,108.0,6,34104.5,3,3,3,Champions
572,108.0,6,36075.93,3,3,3,Champions
4751,108.0,6,50669.96,3,3,4,Champions
3470,108.0,7,37883.7,3,3,3,Champions
341,108.0,7,54938.05,3,4,4,Champions
810,108.0,8,40569.33,3,4,4,Champions
2881,108.0,8,40904.14,3,4,4,Champions
2639,108.0,8,48046.14,3,4,4,Champions
2658,108.0,9,35666.36,3,4,3,Champions
4820,107.0,1,447.94,3,1,1,New/Promising
3098,107.0,1,2900.78,3,1,1,New/Promising
4959,107.0,1,6899.64,3,1,1,New/Promising
911,107.0,2,13852.779999999999,3,2,2,New/Promising
4177,107.0,3,11283.91,3,2,2,New/Promising
2565,107.0,3,20107.809999999998,3,2,2,New/Promising
526,107.0,3,23267.23,3,2,3,New/Promising
1621,107.0,4,14455.39,3,2,2,New/Promising
2001,107.0,4,15386.81,3,2,2,New/Promising
3522,107.0,4,24856.54,3,2,3,New/Promising
2694,107.0,5,20774.77,3,3,2,Needs Attention
4652,107.0,5,25295.46,3,3,3,Champions
1868,107.0,5,31126.74,3,3,3,Champions
2127,107.0,6,22362.9,3,3,2,Needs Attention
665,107.0,6,26245.66,3,3,3,Champions
813,107.0,6,27445.29,3,3,3,Champions
4492,107.0,6,29292.64,3,3,3,Champions
846,107.0,6,34957.97,3,3,3,Champions
2153,107.0,6,39180.83,3,3,3,Champions
3317,107.0,7,33275.45,3,3,3,Champions
3493,107.0,7,36961.159999999996,3,3,3,Champions
4988,107.0,7,37069.67,3,3,3,Champions
408,107.0,7,39350.42,3,3,3,Champions
4268,107.0,7,39470.17,3,3,3,Champions
2082,107.0,7,59226.43,3,4,4,Champions
1117,107.0,8,40698.54,3,4,4,Champions
2790,107.0,9,36449.86,3,4,3,Champions
4425,107.0,9,42318.69,3,4,4,Champions
596,107.0,9,54325.0,3,4,4,Champions
145,107.0,10,42138.07,3,4,4,Champions
3209,107.0,10,47672.83,3,4,4,Champions
3576,107.0,10,56063.0,3,4,4,Champions
3105,106.0,2,18646.89,3,2,2,New/Promising
1452,106.0,3,14566.109999999999,3,2,2,New/Promising
4338,106.0,4,24515.82,3,2,3,New/Promising
547,106.0,4,27625.11,3,2,3,New/Promising
3780,106.0,5,10251.53,3,3,1,Needs Attention
4332,106.0,5,20212.19,3,3,2,Needs Attention
3643,106.0,5,31086.72,3,3,3,Champions
3466,106.0,5,35778.23,3,3,3,Champions
1469,106.0,5,37875.84,3,3,3,Champions
1387,106.0,5,43026.37,3,3,4,Champions
613,106.0,6,25698.239999999998,3,3,3,Champions
325,106.0,6,35718.62,3,3,3,Champions
4559,106.0,6,45623.49,3,3,4,Champions
2543,106.0,7,25390.75,3,3,3,Champions
1665,106.0,7,30863.93,3,3,3,Champions
1659,106.0,7,31004.72,3,3,3,Champions
3188,106.0,7,52539.61,3,4,4,Champions
2893,106.0,8,31575.570000000003,3,4,3,Champions
50,106.0,9,33321.79,3,4,3,Champions
4502,106.0,10,40414.63,3,4,4,Champions
1861,106.0,10,42617.96,3,4,4,Champions
4778,106.0,10,51533.44,3,4,4,Champions
4392,106.0,10,61581.93,3,4,4,Champions
134,106.0,10,62502.31,3,4,4,Champions
4135,105.0,1,1660.99,3,1,1,New/Promising
1218,105.0,1,5644.87,3,1,1,New/Promising
4030,105.0,2,6517.0,3,1,1,New/Promising
2180,105.0,2,8016.17,3,1,1,New/Promising
22,105.0,2,13290.939999999999,3,2,2,New/Promising
2404,105.0,3,16148.49,3,2,2,New/Promising
2348,105.0,4,22084.37,3,2,2,New/Promising
1654,105.0,4,31518.34,3,2,3,New/Promising
258,105.0,4,35149.08,3,3,3,Champions
2399,105.0,5,14832.53,3,3,2,Needs Attention
1120,105.0,5,25464.460000000003,3,3,3,Champions
4022,105.0,5,27625.03,3,3,3,Champions
993,105.0,5,40339.56,3,3,4,Champions
445,105.0,6,39044.98,3,3,3,Champions
2200,105.0,7,23670.920000000002,3,3,3,Champions
4107,105.0,7,31991.87,3,3,3,Champions
2017,105.0,7,34496.51,3,3,3,Champions
3336,105.0,7,35026.58,3,3,3,Champions
597,105.0,7,36357.56,3,3,3,Champions
4916,105.0,7,39478.55,3,3,3,Champions
3341,105.0,7,45023.36,3,4,4,Champions
1946,105.0,8,60497.83,3,4,4,Champions
4689,105.0,10,55788.15,3,4,4,Champions
966,105.0,10,59879.310000000005,3,4,4,Champions
1453,105.0,10,71452.38,3,4,4,Champions
268,104.0,1,1962.67,3,1,1,New/Promising
2183,104.0,1,4232.15,3,1,1,New/Promising
1859,104.0,2,18344.43,3,2,2,New/Promising
2352,104.0,2,20901.120000000003,3,2,2,New/Promising
2005,104.0,3,14146.45,3,2,2,New/Promising
1141,104.0,4,16671.39,3,2,2,New/Promising
1688,104.0,4,26351.08,3,2,3,New/Promising
2391,104.0,5,15471.94,3,3,2,Needs Attention
2745,104.0,5,20675.28,3,3,2,Needs Attention
4291,104.0,5,23309.23,3,3,3,Champions
4320,104.0,5,26004.28,3,3,3,Champions
4574,104.0,5,26543.329999999998,3,3,3,Champions
4221,104.0,5,27112.329999999998,3,3,3,Champions
3829,104.0,6,22653.46,3,3,2,Needs Attention
4250,104.0,6,31334.620000000003,3,3,3,Champions
3473,104.0,6,40914.36,3,3,4,Champions
3468,104.0,7,31494.27,3,3,3,Champions
4262,104.0,7,42982.99,3,4,4,Champions
3546,104.0,9,34342.37,3,4,3,Champions
3574,104.0,9,44046.85,3,4,4,Champions
4035,104.0,9,48567.82,3,4,4,Champions
2776,104.0,10,46189.6,3,4,4,Champions
4233,104.0,10,74720.75,3,4,4,Champions
1484,103.0,2,13649.939999999999,3,2,2,New/Promising
3853,103.0,4,22213.66,3,2,2,New/Promising
1853,103.0,4,27245.62,3,2,3,New/Promising
4098,103.0,5,19566.35,3,3,2,Needs Attention
4369,103.0,5,19765.31,3,3,2,Needs Attention
1461,103.0,5,22178.559999999998,3,3,2,Needs Attention
3094,103.0,6,27343.76,3,3,3,Champions
1768,103.0,6,29600.65,3,3,3,Champions
554,103.0,6,33217.78,3,3,3,Champions
3979,103.0,6,35094.34,3,3,3,Champions
14,103.0,6,38134.770000000004,3,3,3,Champions
226,103.0,6,38271.979999999996,3,3,3,Champions
564,103.0,6,41357.47,3,3,4,Champions
992,103.0,7,11476.23,3,3,2,Needs Attention
3136,103.0,7,29182.94,3,3,3,Champions
1937,103.0,7,38989.08,3,3,3,Champions
3439,103.0,7,39831.79,3,3,3,Champions
4886,103.0,7,41875.55,3,4,4,Champions
2436,103.0,8,28090.31,3,4,3,Champions
4188,103.0,8,29837.48,3,4,3,Champions
2509,103.0,8,36305.58,3,4,3,Champions
77,103.0,8,62127.71,3,4,4,Champions
607,103.0,9,31195.2,3,4,3,Champions
1596,102.0,1,7417.63,3,1,1,New/Promising
612,102.0,2,2837.8199999999997,3,1,1,New/Promising
2962,102.0,2,12443.539999999999,3,2,2,New/Promising
2451,102.0,2,12970.93,3,2,2,New/Promising
4376,102.0,2,17151.489999999998,3,2,2,New/Promising
2250,102.0,3,11497.43,3,2,2,New/Promising
3125,102.0,3,28233.15,3,2,3,New/Promising
634,102.0,4,13939.41,3,2,2,New/Promising
980,102.0,4,17817.03,3,2,2,New/Promising
2275,102.0,4,20439.75,3,2,2,New/Promising
3710,102.0,4,40193.3,3,3,4,Champions
2954,102.0,5,15129.460000000001,3,3,2,Needs Attention
3535,102.0,5,24661.940000000002,3,3,3,Champions
4949,102.0,5,34524.18,3,3,3,Champions
272,102.0,5,35979.57,3,3,3,Champions
4755,102.0,6,20825.21,3,3,2,Needs Attention
4436,102.0,7,20960.92,3,3,2,Needs Attention
1615,102.0,7,29350.82,3,3,3,Champions
197,102.0,7,35827.77,3,3,3,Champions
683,102.0,7,35941.9,3,3,3,Champions
2768,102.0,7,42593.22,3,4,4,Champions
870,102.0,9,47257.36,3,4,4,Champions
1523,102.0,9,51148.02,3,4,4,Champions
4246,102.0,9,53207.41,3,4,4,Champions
1154,102.0,10,44221.33,3,4,4,Champions
2937,102.0,10,54516.479999999996,3,4,4,Champions
1800,101.0,2,8726.619999999999,3,1,1,New/Promising
3046,101.0,2,10629.130000000001,3,1,1,New/Promising
2870,101.0,3,24850.600000000002,3,2,3,New/Promising
1291,101.0,4,20787.01,3,2,2,New/Promising
4989,101.0,4,21608.47,3,2,2,New/Promising
3587,101.0,4,32234.49,3,3,3,Champions
1756,101.0,5,17584.21,3,3,2,Needs Attention
1156,101.0,5,20368.62,3,3,2,Needs Attention
213,101.0,6,27098.81,3,3,3,Champions
4790,101.0,6,29560.4,3,3,3,Champions
2849,101.0,6,36615.55,3,3,3,Champions
3024,101.0,6,54188.26,3,3,4,Champions
198,101.0,7,29303.04,3,3,3,Champions
2767,101.0,7,43252.03,3,4,4,Champions
2162,101.0,7,45359.58,3,4,4,Champions
3297,101.0,8,38987.76,3,4,3,Champions
4404,101.0,10,47451.76,3,4,4,Champions
913,101.0,10,52446.51,3,4,4,Champions
1021,101.0,10,57276.13,3,4,4,Champions
2329,100.0,1,6104.1,3,1,1,New/Promising
4517,100.0,2,12271.720000000001,3,2,2,New/Promising
3752,100.0,2,14869.5,3,2,2,New/Promising
4060,100.0,3,22376.61,3,2,2,New/Promising
712,100.0,3,22889.25,3,2,3,New/Promising
2123,100.0,3,23419.37,3,2,3,New/Promising
1280,100.0,4,8337.84,3,2,1,New/Promising
1181,100.0,4,24323.13,3,2,3,New/Promising
666,100.0,5,20396.26,3,3,2,Needs Attention
4884,100.0,5,21210.51,3,3,2,Needs Attention
832,100.0,5,37669.32,3,3,3,Champions
1,100.0,5,38465.49,3,3,3,Champions
4608,100.0,6,20799.74,3,3,2,Needs Attention
4624,100.0,6,31656.37,3,3,3,Champions
2794,100.0,6,34947.05,3,3,3,Champions
492,100.0,6,36171.03,3,3,3,Champions
4806,100.0,6,36845.56,3,3,3,Champions
3658,100.0,8,27495.99,3,4,3,Champions
954,100.0,8,45468.15,3,4,4,Champions
908,100.0,8,58273.27,3,4,4,Champions
3483,100.0,9,51213.69,3,4,4,Champions
960,100.0,10,36131.05,3,4,3,Champions
2951,100.0,10,60613.090000000004,3,4,4,Champions
3762,100.0,10,74822.65,3,4,4,Champions
3490,85.0,1,4373.66,3,1,1,New/Promising
3540,85.0,1,8004.82,3,1,1,New/Promising
1438,84.0,1,3067.56,3,1,1,New/Promising
4057,82.0,1,475.52,3,1,1,New/Promising
2045,82.0,1,2937.9,3,1,1,New/Promising
3455,82.0,1,4056.52,3,1,1,New/Promising
1205,82.0,1,10496.69,3,1,1,New/Promising
4378,81.0,1,3321.98,3,1,1,New/Promising
2412,81.0,1,3662.76,3,1,1,New/Promising
4393,81.0,1,5195.43,3,1,1,New/Promising
270,81.0,1,5829.71,3,1,1,New/Promising
2718,81.0,1,8887.29,3,1,1,New/Promising
2538,80.0,1,2033.54,3,1,1,New/Promising
4515,80.0,1,3410.6,3,1,1,New/Promising
4670,80.0,1,7676.1,3,1,1,New/Promising
3873,80.0,1,7963.42,3,1,1,New/Promising
339,80.0,2,6236.66,3,1,1,New/Promising
4154,79.0,1,374.64,3,1,1,New/Promising
2541,79.0,1,2762.48,3,1,1,New/Promising
944,79.0,1,5318.59,3,1,1,New/Promising
1501,79.0,2,2605.69,3,1,1,New/Promising
3037,78.0,1,1713.92,3,1,1,New/Promising
4526,78.0,1,6719.92,3,1,1,New/Promising
1667,78.0,1,6953.09,3,1,1,New/Promising
678,76.0,1,5355.12,3,1,1,New/Promising
4664,76.0,2,10000.06,3,1,1,New/Promising
869,75.0,1,4331.83,3,1,1,New/Promising
1518,75.0,2,5701.53,3,1,1,New/Promising
233,74.0,1,830.62,3,1,1,New/Promising
3032,74.0,1,1810.22,3,1,1,New/Promising
4544,74.0,1,4329.37,3,1,1,New/Promising
390,74.0,1,9555.61,3,1,1,New/Promising
1026,74.0,2,7559.36,3,1,1,New/Promising
1903,74.0,2,8289.130000000001,3,1,1,New/Promising
81,73.0,1,4017.17,3,1,1,New/Promising
825,73.0,1,6905.26,3,1,1,New/Promising
4518,73.0,1,7972.68,3,1,1,New/Promising
3948,73.0,1,10777.83,3,1,2,New/Promising
821,73.0,2,8228.28,3,1,1,New/Promising
4178,73.0,2,9817.199999999999,3,1,1,New/Promising
725,73.0,2,14036.420000000002,3,2,2,New/Promising
815,72.0,1,1112.88,3,1,1,New/Promising
1938,72.0,1,3339.91,3,1,1,New/Promising
4525,72.0,1,3506.19,3,1,1,New/Promising
1102,72.0,3,8595.57,3,2,1,New/Promising
2918,72.0,3,12095.81,3,2,2,New/Promising
4932,71.0,1,2361.35,3,1,1,New/Promising
1561,71.0,1,6406.5,3,1,1,New/Promising
2783,71.0,1,6648.6,3,1,1,New/Promising
2244,71.0,1,13971.05,3,1,2,New/Promising
3991,70.0,2,12453.26,3,2,2,New/Promising
4921,69.0,1,1916.92,3,1,1,New/Promising
3270,69.0,2,7721.88,3,1,1,New/Promising
1326,69.0,2,11086.66,3,1,2,New/Promising
3213,68.0,1,415.31,3,1,1,New/Promising
1789,68.0,1,2769.0,3,1,1,New/Promising
802,68.0,1,3754.28,3,1,1,New/Promising
2822,68.0,1,4076.07,3,1,1,New/Promising
1309,68.0,1,4388.67,3,1,1,New/Promising
1285,68.0,1,4783.31,3,1,1,New/Promising
2468,68.0,1,4789.44,3,1,1,New/Promising
165,67.0,1,3115.21,3,1,1,New/Promising
3018,67.0,1,4967.71,3,1,1,New/Promising
4553,67.0,2,15786.14,3,2,2,New/Promising
3069,66.0,1,2403.27,3,1,1,New/Promising
2274,66.0,1,6262.73,3,1,1,New/Promising
4602,66.0,1,7909.06,3,1,1,New/Promising
3928,66.0,2,12877.64,3,2,2,New/Promising
1224,66.0,2,13829.48,3,2,2,New/Promising
2679,65.0,1,5294.06,3,1,1,New/Promising
3915,65.0,1,5981.29,3,1,1,New/Promising
805,64.0,1,6407.8,3,1,1,New/Promising
1259,64.0,1,9403.56,3,1,1,New/Promising
424,64.0,3,9864.66,3,2,1,New/Promising
2212,64.0,3,16820.36,3,2,2,New/Promising
2291,64.0,4,18208.77,3,2,2,New/Promising
2230,63.0,1,882.27,3,1,1,New/Promising
4429,63.0,1,12344.23,3,1,2,New/Promising
3017,63.0,2,8470.49,3,1,1,New/Promising
2185,63.0,2,9172.779999999999,3,1,1,New/Promising
4402,63.0,2,14451.470000000001,3,2,2,New/Promising
3181,63.0,3,29460.16,3,2,3,New/Promising
4206,62.0,1,3826.79,3,1,1,New/Promising
2359,62.0,1,6268.1,3,1,1,New/Promising
2370,62.0,3,5748.34,3,2,1,New/Promising
1622,62.0,4,14484.15,3,2,2,New/Promising
3515,61.0,2,7291.7,3,1,1,New/Promising
29,61.0,2,9258.19,3,1,1,New/Promising
4955,61.0,2,10717.39,3,1,1,New/Promising
2014,61.0,2,14180.56,3,2,2,New/Promising
4733,61.0,3,22742.08,3,2,2,New/Promising
4330,61.0,4,16284.460000000001,3,2,2,New/Promising
2433,61.0,4,19562.96,3,2,2,New/Promising
1719,60.0,1,1170.81,3,1,1,New/Promising
1382,60.0,1,4238.93,3,1,1,New/Promising
2192,60.0,1,12679.18,3,1,2,New/Promising
1599,60.0,2,8945.35,3,1,1,New/Promising
4741,60.0,2,9449.84,3,1,1,New/Promising
2566,60.0,2,15018.33,3,2,2,New/Promising
4769,60.0,3,10248.369999999999,3,2,1,New/Promising
1107,59.0,1,6491.31,3,1,1,New/Promising
3712,59.0,2,8973.03,3,1,1,New/Promising
4857,59.0,2,13059.62,3,2,2,New/Promising
2471,59.0,2,13661.72,3,2,2,New/Promising
2820,59.0,2,19898.8,3,2,2,New/Promising
3886,59.0,4,17838.35,3,2,2,New/Promising
3933,59.0,5,23088.67,3,3,3,Champions
1777,58.0,1,8690.48,3,1,1,New/Promising
3823,58.0,2,8045.07,3,1,1,New/Promising
269,58.0,3,19592.97,3,2,2,New/Promising
515,57.0,1,5431.16,3,1,1,New/Promising
3128,57.0,1,17915.08,3,1,2,New/Promising
494,57.0,2,7617.820000000001,3,1,1,New/Promising
789,57.0,2,9094.53,3,1,1,New/Promising
2228,57.0,2,10162.2,3,1,1,New/Promising
3450,57.0,2,19615.61,3,2,2,New/Promising
2830,57.0,3,10294.83,3,2,1,New/Promising
4978,57.0,3,11449.279999999999,3,2,2,New/Promising
4387,56.0,1,6040.81,3,1,1,New/Promising
2283,56.0,2,13334.43,3,2,2,New/Promising
3429,55.0,2,7352.2300000000005,3,1,1,New/Promising
2901,55.0,2,7483.09,3,1,1,New/Promising
2911,55.0,2,11752.4,3,2,2,New/Promising
1118,54.0,1,2762.65,3,1,1,New/Promising
